DATA TIMESTAMP,TEMPERATURE AVG C,RAINFALL 24H MM,SUNSHINE 24H H,REL HUMIDITY AVG PC,WIND SPEED 24H MEAN MS
2021-08-23 00:00:00,28.317,0,6.9,84.65,2.6
2021-08-24 00:00:00,27.73,0,5.3,83.34,3.2
2021-08-25 00:00:00,27.776,0,6.2,85.55,2.3
2021-08-26 00:00:00,27.529,29.2,5.3,85.43,2.4
2021-08-27 00:00:00,26.488,0,5.4,89.85,3.1
2021-08-28 00:00:00,27.19,34.5,5.2,85.78,3.4
2021-08-29 00:00:00,27.031,8888,6.3,84.37,3
2021-08-30 00:00:00,26.695,0,4.8,87.92,2.8
2021-08-31 00:00:00,27.135,0,5.1,88.55,2
2021-09-01 00:00:00,28.139,5.2,4.7,91.86,2.1
2021-09-02 00:00:00,27.542,0,4.2,90.93,2.9
2021-09-03 00:00:00,28.161,0,4.9,90.02,2.7
2021-09-04 00:00:00,27.649,3.3,6.3,92.96,2.5
2021-09-05 00:00:00,28.033,20.9,4.6,86.37,2.9
2021-09-06 00:00:00,27.218,11,5.1,87.65,2.9
2021-09-07 00:00:00,27.879,0,5.9,86.71,3.2
2021-09-08 00:00:00,27.923,0,5.7,87.7,2.9
2021-09-09 00:00:00,27.425,0,4.9,84.77,3.3
2021-09-10 00:00:00,27.767,9.4,2.4,89.24,2.9
2021-09-11 00:00:00,27.854,0,5.2,86.45,2.9
2021-09-12 00:00:00,27.473,0,3.1,82.63,3.3
2021-09-13 00:00:00,27.188,0,6.4,83.04,2.6
2021-09-14 00:00:00,27.057,10.8,5,85.63,3.9
2021-09-15 00:00:00,27.595,0,5.6,86.24,3.1
2021-09-16 00:00:00,27.612,63.8,3.7,88.48,3.1
2021-09-17 00:00:00,27.036,0,3,90.19,3.2
2021-09-18 00:00:00,27.628,26.4,5.2,83.46,3.7
2021-09-19 00:00:00,27.996,6.9,5.3,79.58,3.3
2021-09-20 00:00:00,28.114,13.9,5.1,76.48,2.5
2021-09-21 00:00:00,28.317,0,5.1,82.36,3.6
2021-09-22 00:00:00,28.275,0,7.8,79.66,3
2021-09-23 00:00:00,27.199,15.3,5.9,80.79,3.1
2021-09-24 00:00:00,28.404,0,6.1,80.54,2.7
2021-09-25 00:00:00,27.343,0.9,5.8,82.06,3.3
2021-09-26 00:00:00,27.921,4.5,6.1,85.49,2.9
2021-09-27 00:00:00,27.533,0,4.7,83.69,3.2
2021-09-28 00:00:00,27.316,22.4,3.1,83.39,3.1
2021-09-29 00:00:00,26.737,3.9,4.9,81.69,3.9
2021-09-30 00:00:00,27.502,4,5.9,80.56,3.9
2021-10-01 00:00:00,26.748,12.5,4,83.94,3.3
2021-10-02 00:00:00,27.826,0,4.6,85.35,3.3
2021-10-03 00:00:00,27.895,5.3,3.7,90.14,3.2
2021-10-04 00:00:00,26.983,6.9,6,86.16,3.7
2021-10-05 00:00:00,27.393,0,5.1,88.28,3.2
2021-10-06 00:00:00,27.055,0,5.4,84.43,3.2
2021-10-07 00:00:00,27.159,23.7,5.6,82.45,3.7
2021-10-08 00:00:00,27.775,9,5,82.6,3.2
2021-10-09 00:00:00,27.397,0,5.2,82.69,3.4
2021-10-10 00:00:00,27.96,0,3.3,89.21,2.9
2021-10-11 00:00:00,27.233,0,3.2,81.15,3.7
2021-10-12 00:00:00,27.772,7.3,4.9,84.55,4.2
2021-10-13 00:00:00,27.537,2.6,5.6,79.43,3.8
2021-10-14 00:00:00,27.709,0,6,83.24,4
2021-10-15 00:00:00,27.215,0,6.5,81.13,3.2
2021-10-16 00:00:00,27.458,0,6.7,79.09,3.6
2021-10-17 00:00:00,27.432,22.5,4.5,78.76,3.3
2021-10-18 00:00:00,27.172,0,5.2,76.7,3.5
2021-10-19 00:00:00,27.756,3.3,5.8,79.05,3.9
2021-10-20 00:00:00,27.832,0,7.8,76.51,3.7
2021-10-21 00:00:00,27.872,0,7.1,74.44,3.2
2021-10-22 00:00:00,28.296,0,6.8,74.28,3.2
2021-10-23 00:00:00,28.119,16.7,5.1,78.01,3.2
2021-10-24 00:00:00,27.161,0,4.3,81.74,3.9
2021-10-25 00:00:00,27.605,0,6.1,78.51,4.5
2021-10-26 00:00:00,27.161,0,4.5,78.2,4.2
2021-10-27 00:00:00,27.395,0,5.1,79.65,3.1
2021-10-28 00:00:00,27.003,0,5,82.67,4.3
2021-10-29 00:00:00,28.076,17.6,6.7,80.42,4.1
2021-10-30 00:00:00,27.545,12,5.1,79.29,3.3
2021-10-31 00:00:00,27.132,13.7,2.8,83.47,3.7
2021-11-01 00:00:00,27.811,6.6,5.6,82.09,4.2
2021-11-02 00:00:00,26.188,10.8,4.3,85.07,4.1
2021-11-03 00:00:00,26.369,0,5.2,81.79,3.4
2021-11-04 00:00:00,27.753,20.2,5.4,78.25,4.1
2021-11-05 00:00:00,27.436,6.6,5.3,77.73,3.1
2021-11-06 00:00:00,27.264,2.9,5.6,85,3.8
2021-11-07 00:00:00,26.559,11.3,3.6,84.77,4.3
2021-11-08 00:00:00,27.327,0,5,79.49,3.9
2021-11-09 00:00:00,28.276,0,6.2,78.36,3.8
2021-11-10 00:00:00,27.605,9.2,4.7,82.28,4.3
2021-11-11 00:00:00,27.559,0,4.4,75.11,4.3
2021-11-12 00:00:00,27.292,0,6.5,74.86,4.4
2021-11-13 00:00:00,27.202,0,6.7,77.93,4.3
2021-11-14 00:00:00,26.537,0,5.9,74.59,4.4
2021-11-15 00:00:00,27.6,0,4.2,74.87,4.2
2021-11-16 00:00:00,27.898,0,6.7,73.86,4.1
2021-11-17 00:00:00,26.782,0,4.5,74.6,4
2021-11-18 00:00:00,27.113,0,6.1,76.87,3.9
2021-11-19 00:00:00,27.014,0,5.3,73.3,3.6
2021-11-20 00:00:00,27.057,22.7,5,74.54,3.7
2021-11-21 00:00:00,27.752,0,6.3,67.79,3.9
2021-11-22 00:00:00,26.611,0,6.1,72.9,4.1
2021-11-23 00:00:00,27.887,0,5.8,71.14,4.5
2021-11-24 00:00:00,27.972,0,7,70.53,4
2021-11-25 00:00:00,27.477,0,6,71.78,4.3
2021-11-26 00:00:00,26.411,0,7.1,73.6,4.4
2021-11-27 00:00:00,26.954,0,6.2,8888,3.9
2021-11-28 00:00:00,28.138,0,5.8,72.09,4.2
2021-11-29 00:00:00,26.2,0,5.3,75.94,3.9
2021-11-30 00:00:00,27.326,0,4.7,75.06,4.4
2021-12-01 00:00:00,26.928,0,6.4,75.79,4.2
2021-12-02 00:00:00,27.699,0,5.5,79.35,3.5
2021-12-03 00:00:00,27.072,9.1,3.8,78.31,4
2021-12-04 00:00:00,27.491,17.8,5.3,80.31,4.5
2021-12-05 00:00:00,27.702,13,5.3,76.45,3.9
2021-12-06 00:00:00,28.334,0,7.7,74.84,4.1
2021-12-07 00:00:00,27.392,18.4,4.7,75.64,4.1
2021-12-08 00:00:00,27.632,0,4.9,76.32,3.5
2021-12-09 00:00:00,26.825,0,7.3,75.56,4.1
2021-12-10 00:00:00,28.167,0,7.8,71.75,3.4
2021-12-11 00:00:00,27.216,0,5.8,73.97,3.7
2021-12-12 00:00:00,27.324,0,5.9,73.58,4.2
2021-12-13 00:00:00,27.397,0,6.6,78.56,4
2021-12-14 00:00:00,26.79,10,4.2,76.25,3.7
2021-12-15 00:00:00,27.864,0,5.3,68.77,4
2021-12-16 00:00:00,28.172,0,6.7,69.61,3.8
2021-12-17 00:00:00,27.994,0,8.6,66.19,3.8
2021-12-18 00:00:00,27.09,14.7,6.7,68.02,4
2021-12-19 00:00:00,27.684,0,7,70.05,3.5
2021-12-20 00:00:00,28.006,0,7.8,72.17,3.7
2021-12-21 00:00:00,27.002,0,9.1,67.37,3.6
2021-12-22 00:00:00,27.358,0,6.7,67.71,3.1
2021-12-23 00:00:00,28.364,2.3,7.5,64.25,3.4
2021-12-24 00:00:00,27.912,0,8.7,69.59,4.2
2021-12-25 00:00:00,28.046,0,5.9,67.79,3.8
2021-12-26 00:00:00,28.641,0,8,69.63,3.2
2021-12-27 00:00:00,28.034,0,6.3,69.3,3.1
2021-12-28 00:00:00,28.04,0,7.1,71.79,3.5
2021-12-29 00:00:00,29.1,0,7.1,68.15,4.1
2021-12-30 00:00:00,27.751,0,6.4,69.34,3.5
2021-12-31 00:00:00,27.168,0,5.5,78.72,4
2022-01-01 00:00:00,28.017,0,7.4,70.47,3.6
2022-01-02 00:00:00,28.008,0,8,71.13,3.6
2022-01-03 00:00:00,27.324,0,6.4,78.52,3
2022-01-04 00:00:00,27.015,0,6.3,81.13,3.8
2022-01-05 00:00:00,28.892,1,7.7,70.74,3.3
2022-01-06 00:00:00,27.95,7.9,6.2,72.43,3.7
2022-01-07 00:00:00,27.437,0,7.7,73.77,3.1
2022-01-08 00:00:00,28.085,1.8,7.5,76.72,3.4
2022-01-09 00:00:00,27.893,0,9.8,69.33,3.5
2022-01-10 00:00:00,27.796,0,7,70.53,3.3
2022-01-11 00:00:00,28.108,0,6.8,72.42,3.4
2022-01-12 00:00:00,27.338,4.2,8.1,70.89,3.2
2022-01-13 00:00:00,28.182,10.6,8.4,68.22,3
2022-01-14 00:00:00,28.894,0,7.2,68.24,3.8
2022-01-15 00:00:00,28.381,0,7.6,64.63,3.6
2022-01-16 00:00:00,27.928,0,8.3,67.06,2.9
2022-01-17 00:00:00,27.893,83.7,7.1,66.7,3.4
2022-01-18 00:00:00,27.91,0,7.4,67.79,2.9
2022-01-19 00:00:00,28.062,0,8,65.79,2.7
2022-01-20 00:00:00,27.924,0,8.6,68.46,3.5
2022-01-21 00:00:00,28.463,0,7.1,70.04,2.5
2022-01-22 00:00:00,27.346,0,6.1,68.24,3.4
2022-01-23 00:00:00,28.493,0,6,69.18,3
2022-01-24 00:00:00,27.954,0,6.6,68.96,3
2022-01-25 00:00:00,28.291,0,6.6,69.41,3.2
2022-01-26 00:00:00,27.669,11.5,7.7,68.22,3.2
2022-01-27 00:00:00,28.674,0,6.5,71.43,2.7
2022-01-28 00:00:00,28.665,0,7,70.98,3.2
2022-01-29 00:00:00,28.338,0,6.5,77,3
2022-01-30 00:00:00,27.267,0,6.8,76.16,2.5
2022-01-31 00:00:00,28.425,0,8.7,73.56,2.9
2022-02-01 00:00:00,28.339,0,8.3,70.95,3.4
2022-02-02 00:00:00,27.473,0,7.8,70.22,3.5
2022-02-03 00:00:00,27.996,0,6.9,75.98,3.2
2022-02-04 00:00:00,28.269,0,7.2,73.54,2.5
2022-02-05 00:00:00,28.358,21.6,7.9,73.85,3.1
2022-02-06 00:00:00,28.408,0,8.6,67.93,3.2
2022-02-07 00:00:00,28.254,0,6.8,74.17,3.1
2022-02-08 00:00:00,28.859,0,7.8,72.47,3.1
2022-02-09 00:00:00,28.918,10.3,6.3,67.98,3
2022-02-10 00:00:00,27.055,0,8.3,68.98,2.8
2022-02-11 00:00:00,28.172,12.7,8.7,70.23,2.6
2022-02-12 00:00:00,28.293,27.6,7.9,69.14,2.2
2022-02-13 00:00:00,27.64,0,9.9,67.77,2.9
2022-02-14 00:00:00,28.483,7.2,7.5,67.81,2.9
2022-02-15 00:00:00,29.041,0,8.5,67.11,3
2022-02-16 00:00:00,27.976,0,8.2,67.91,2.3
2022-02-17 00:00:00,28.517,0,7.9,71.13,3
2022-02-18 00:00:00,28.319,0,8.8,61.08,3.5
2022-02-19 00:00:00,28.232,0,8.5,67.09,2.8
2022-02-20 00:00:00,29.166,0,9.1,68.43,2.8
2022-02-21 00:00:00,28.246,0,9.5,69.15,2.9
2022-02-22 00:00:00,28.752,0,8.4,68.01,3.5
2022-02-23 00:00:00,27.816,0,9.4,65.15,2.4
2022-02-24 00:00:00,29.304,0,7.5,71.02,2.9
2022-02-25 00:00:00,28.604,7.7,8.4,75.21,2.5
2022-02-26 00:00:00,28.526,0,7.8,67.75,2.6
2022-02-27 00:00:00,28.647,0,8.8,74.41,2.8
2022-02-28 00:00:00,27.85,10.3,10.1,72.04,3.3
2022-03-01 00:00:00,28.988,0,7.9,73.25,3.5
2022-03-02 00:00:00,28.395,0,6.2,71.22,3
2022-03-03 00:00:00,28.388,0,7.5,73.35,2.7
2022-03-04 00:00:00,28.122,3,8.7,77.65,3.7
2022-03-05 00:00:00,28.155,17.9,8.3,75.94,2.7
2022-03-06 00:00:00,28.643,0,7.8,78.77,2.7
2022-03-07 00:00:00,28.513,0,8.6,77.22,2.3
2022-03-08 00:00:00,28.779,0,8.3,75.1,3.4
2022-03-09 00:00:00,28.394,0,8.7,77.98,3.2
2022-03-10 00:00:00,28.772,12.9,8.8,74.27,3.8
2022-03-11 00:00:00,28.349,78.1,9.3,74.75,2.4
2022-03-12 00:00:00,29.671,0,8.6,71.41,3.5
2022-03-13 00:00:00,27.961,0,9.1,71.8,3
2022-03-14 00:00:00,29.331,0,8.2,69.39,3.3
2022-03-15 00:00:00,29.26,0,7.6,73.17,2.4
2022-03-16 00:00:00,28.475,0,10.2,67.4,3.5
2022-03-17 00:00:00,29.712,0,8.4,72.04,3.3
2022-03-18 00:00:00,29.26,0,9.2,69.46,3
2022-03-19 00:00:00,29.143,0,8.3,72.85,3.3
2022-03-20 00:00:00,28.763,0,7.8,71.91,2.8
2022-03-21 00:00:00,28.563,0,8,74.83,2.9
2022-03-22 00:00:00,28.661,0,9.5,72.48,2.9
2022-03-23 00:00:00,29.127,0,9.2,67.22,2.5
2022-03-24 00:00:00,29.441,7.4,6.8,71.57,3.4
2022-03-25 00:00:00,28.977,0,8.3,69.47,3.6
2022-03-26 00:00:00,28.415,0,9.9,71.83,2.9
2022-03-27 00:00:00,29.004,0,7.6,77.65,9999
2022-03-28 00:00:00,29.109,0,6.3,76.22,3.1
2022-03-29 00:00:00,29.091,0,9.9,73.6,3.3
2022-03-30 00:00:00,29.147,0,8.8,73.49,3
2022-03-31 00:00:00,28.588,0,7.8,76.7,3
2022-04-01 00:00:00,28.394,0,7.8,74.08,3.7
2022-04-02 00:00:00,28.371,0,9,75.84,3.3
2022-04-03 00:00:00,27.941,0,7.3,78.56,4
2022-04-04 00:00:00,28.715,19.2,8.6,80.81,3.4
2022-04-05 00:00:00,28.629,0,8.2,79.45,3.1
2022-04-06 00:00:00,28.736,0,8.6,72.08,3.8
2022-04-07 00:00:00,27.395,0,7.9,78.34,3.6
2022-04-08 00:00:00,28.205,0,7.7,77.44,3.7
2022-04-09 00:00:00,29.264,0,8.8,77.89,3.9
2022-04-10 00:00:00,28.38,0,6.8,80.45,3.3
2022-04-11 00:00:00,29.189,0,7,70.77,3.5
2022-04-12 00:00:00,28.298,0,8.7,73.97,3.5
2022-04-13 00:00:00,29.492,0,8.5,76.48,3.1
2022-04-14 00:00:00,28.993,2.6,8.9,70.65,3.5
2022-04-15 00:00:00,28.94,33.5,8.2,77.98,4.1
2022-04-16 00:00:00,29.969,1.2,7.8,74.99,3.7
2022-04-17 00:00:00,29.575,3.2,8.7,76.08,3.2
2022-04-18 00:00:00,28.885,0,8.2,72.56,3.1
2022-04-19 00:00:00,28.637,0,7.5,76.17,4.2
2022-04-20 00:00:00,28.733,0,7.6,77.09,3.7
2022-04-21 00:00:00,29.175,0,9.8,75.41,3.5
2022-04-22 00:00:00,28.887,0,6.4,75.93,3.6
2022-04-23 00:00:00,28.739,0,8.3,76.64,3.2
2022-04-24 00:00:00,29.658,7.1,6.6,74.5,4.3
2022-04-25 00:00:00,28.864,0,7.7,77.04,3.6
2022-04-26 00:00:00,29.929,4.4,7.4,77.81,4.3
2022-04-27 00:00:00,28.867,0,5.7,79.92,3.8
2022-04-28 00:00:00,29.555,0,7.7,82.22,4.3
2022-04-29 00:00:00,29.074,0,7.4,77.77,3.9
2022-04-30 00:00:00,29.249,0,5.6,80.72,4.1
2022-05-01 00:00:00,28.335,32.6,7.8,85.26,4.1
2022-05-02 00:00:00,28.462,8.1,8.8,80.11,4.1
2022-05-03 00:00:00,29.055,0,8.8,80.2,4
2022-05-04 00:00:00,29.202,0,7.6,82.91,3.8
2022-05-05 00:00:00,28.723,0,7.1,84.54,4.6
2022-05-06 00:00:00,28.206,18.6,8.5,82.36,3.6
2022-05-07 00:00:00,28.069,4.5,8.5,85.44,3.9
2022-05-08 00:00:00,28.095,0,8.1,83.95,3.9
2022-05-09 00:00:00,27.96,0,6.3,83.52,4.1
2022-05-10 00:00:00,28.848,9,7.4,82.36,3.8
2022-05-11 00:00:00,29.169,0,7.3,86.32,4.1
2022-05-12 00:00:00,28.898,0,5.8,79.52,3.9
2022-05-13 00:00:00,28.062,5.1,8.3,74.58,3.4
2022-05-14 00:00:00,28.693,0,9.1,83.21,4
2022-05-15 00:00:00,28.899,17.5,8.2,77.74,3.6
2022-05-16 00:00:00,29.876,0,8.8,78.93,3.4
2022-05-17 00:00:00,28.177,0,7.4,81.83,4
2022-05-18 00:00:00,28.912,0,7.8,74.57,4.2
2022-05-19 00:00:00,29.82,0,8.1,75.59,4.2
2022-05-20 00:00:00,29.277,0,7,75,4.2
2022-05-21 00:00:00,29.244,0,6.7,77.42,3.3
2022-05-22 00:00:00,28.916,0,8.3,81.01,3.5
2022-05-23 00:00:00,28.984,0,8.3,81.84,4.7
2022-05-24 00:00:00,29.183,8.7,6.2,81.9,3.6
2022-05-25 00:00:00,28.59,0,8.3,78.42,4.2
2022-05-26 00:00:00,29.401,0,7.4,76.94,3.8
2022-05-27 00:00:00,28.153,0,7.2,83.62,4
2022-05-28 00:00:00,28.938,22.7,7.3,83.04,3.8
2022-05-29 00:00:00,28.764,0,7.5,86.05,4.2
2022-05-30 00:00:00,28.362,0,6.6,87.26,4
2022-05-31 00:00:00,28.659,0,7.8,86.35,3.8
2022-06-01 00:00:00,28.319,0,6.7,88.3,3.6
2022-06-02 00:00:00,28.152,0,7,87.23,4
2022-06-03 00:00:00,28.441,20.8,5.6,88.12,3.5
2022-06-04 00:00:00,28.209,0,8.6,85.03,4.1
2022-06-05 00:00:00,28.806,0,6.9,86.21,4.8
2022-06-06 00:00:00,28.116,0,7.1,86.91,4.4
2022-06-07 00:00:00,28.908,5.5,4.8,88.13,4.1
2022-06-08 00:00:00,28.173,7,5.8,84.68,3.9
2022-06-09 00:00:00,28.382,0,7.5,86.49,3.2
2022-06-10 00:00:00,28.438,13.6,6.9,84.02,3.4
2022-06-11 00:00:00,29.316,0,4.9,83.89,4.3
2022-06-12 00:00:00,28.798,0,7.4,85.78,3.6
2022-06-13 00:00:00,28.811,14.8,6.6,78.29,3.6
2022-06-14 00:00:00,29.077,0,8.2,79.68,3.7
2022-06-15 00:00:00,9999,0,6.9,78.96,3.4
2022-06-16 00:00:00,28.927,0,7.3,76.69,3.3
2022-06-17 00:00:00,29.695,0,7.8,80.8,3.7
2022-06-18 00:00:00,28.721,15.8,5.6,84.48,3.4
2022-06-19 00:00:00,28.769,12.1,5.7,82.13,3.5
2022-06-20 00:00:00,28.924,0,6.3,83.69,3.4
2022-06-21 00:00:00,28.979,0,6.9,86.39,3.9
2022-06-22 00:00:00,27.63,0,4.9,87.55,3.6
2022-06-23 00:00:00,27.864,0,4.8,84.7,3.6
2022-06-24 00:00:00,28.56,2.7,6.6,88.95,3.8
2022-06-25 00:00:00,28.222,0,5.6,86.51,3.6
2022-06-26 00:00:00,29.183,20.4,5.9,84.9,3.5
2022-06-27 00:00:00,28.397,29.9,4.4,86.19,3.7
2022-06-28 00:00:00,27.716,0,5.6,84.6,3.8
2022-06-29 00:00:00,27.937,0,6,86.63,3.5
2022-06-30 00:00:00,27.2,0,6.7,88.41,3.5
2022-07-01 00:00:00,28.21,15.1,4.8,91.65,3.2
2022-07-02 00:00:00,28.134,0,6.8,94.15,3.2
2022-07-03 00:00:00,28.288,0,5.3,86.46,3.7
2022-07-04 00:00:00,28.802,0,4.9,90.84,3.6
2022-07-05 00:00:00,28.979,0,7.2,87.07,3.6
2022-07-06 00:00:00,28.231,0,5.7,90.56,3.5
2022-07-07 00:00:00,27.405,0,5.2,88.64,3.4
2022-07-08 00:00:00,28.799,12.1,5.9,83.91,3.6
2022-07-09 00:00:00,28.538,8.5,6.7,90.28,3.6
2022-07-10 00:00:00,28.572,0,7.2,85.88,3.6
2022-07-11 00:00:00,28.877,0,5.1,85.48,3.2
2022-07-12 00:00:00,27.967,0,6,83.6,3.7
2022-07-13 00:00:00,29.366,1.3,6,84.15,3.3
2022-07-14 00:00:00,27.939,0,4.8,86.43,3.4
2022-07-15 00:00:00,28.762,0,5.8,84.57,3.3
2022-07-16 00:00:00,27.617,7.6,5.7,85.65,3.3
2022-07-17 00:00:00,27.947,0,6.8,85.64,2.9
2022-07-18 00:00:00,28.951,0,6.6,88.07,3.4
